resp,group,rt,visual_setsize,memory_setsize
1,base,0.9926521104347826,4,1
1,base,1.0075433927826085,8,1
1,base,1.1198260317826088,12,1
1,base,1.0244347271521739,16,1
1,base,0.7920929609302326,4,2
1,base,1.0850887988000002,8,2
1,base,1.1732499382500001,12,2
1,base,1.2301999303999998,16,2
1,base,0.9463110394222225,4,3
1,base,1.271412984152174,8,3
1,base,1.2035651207173912,12,3
1,base,1.4462443563555556,16,3
1,base,0.7984443558444444,4,4
1,base,1.003377739577778,8,4
1,base,1.0961303607391306,12,4
1,base,1.2742221673111112,16,4
2,base,0.9926521104347826,4,1
2,base,0.9752221372222221,8,1
2,base,1.1198260317826088,12,1
2,base,1.0244347271521739,16,1
2,base,1.3765428271142857,4,2
2,base,1.6579999062222224,8,2
2,base,0.8807221452777778,12,2
2,base,0.9440277484166667,16,2
2,base,1.299999947088889,4,3
2,base,1.7846521087608704,8,3
2,base,2.260404700404762,12,3
2,base,2.387652106934783,16,3
2,base,1.0996817568181818,4,4
2,base,1.5761135654318181,8,4
2,base,1.78397719425,12,4
2,base,2.2546221627333334,16,4
3,base,3.0249475428947368,4,1
3,base,1.4933057295277776,8,1
3,base,1.3090279235555558,12,1
3,base,1.2396390305555558,16,1
3,base,1.4098001532000002,4,2
3,base,1.6894349429999997,8,2
3,base,1.7432047182727275,12,2
3,base,1.826386511318182,16,2
3,base,1.4554784349565215,4,3
3,base,1.7246668497777775,8,3
3,base,1.7750668314222227,12,3
3,base,2.0722728914090913,16,3
3,base,1.3706306167391302,4,4
3,base,1.752130601739131,8,4
3,base,2.027111281288889,12,4
3,base,2.2780446052444443,16,4
4,base,0.7906110418888891,4,1
4,base,0.8171713556857144,8,1
4,base,0.7755427769142857,12,1
4,base,0.8382221526666669,16,1
4,base,1.2067555109333332,4,2
4,base,1.6613042614782605,8,2
4,base,1.7295651487608694,12,2
4,base,2.287088833888889,16,2
4,base,2.5947390536304344,4,3
4,base,1.5270216930869571,8,3
4,base,1.8672173282608693,12,3
4,base,2.138021676456522,16,3
4,base,1.1717825298260869,4,4
4,base,1.8111303526956515,8,4
4,base,2.1696955536521743,12,4
4,base,2.2943776925555555,16,4
5,base,0.740388830388889,4,1
5,base,0.6365141868571429,8,1
5,base,0.6343142032571428,12,1
5,base,0.6277221573888891,16,1
5,base,0.8959554725333335,4,2
5,base,1.0120216712173913,8,2
5,base,1.232113599727273,12,2
5,base,1.3950651520652178,16,2
5,base,0.9558221446444443,4,3
5,base,1.0378260145869564,8,3
5,base,1.2916738572826088,12,3
5,base,1.3170434132826085,16,3
5,base,0.7744564544347826,4,4
5,base,0.9745433901521742,8,4
5,base,1.1671554671333335,12,4
5,base,1.375069706976744,16,4
6,base,0.9892501830833335,4,1
6,base,0.7935430458285716,8,1
6,base,0.8087568991891894,12,1
6,base,0.872861292638889,16,1
6,base,0.8308277622068966,4,2
6,base,0.9343334834666664,8,2
6,base,1.282718949,12,2
6,base,1.16887516525,16,2
6,base,1.6579999062222224,4,3
6,base,1.6894349429999997,8,3
6,base,1.6613042614782605,12,3
6,base,1.0120216712173913,16,3
6,base,0.695571584392857,4,4
6,base,0.8704644271071429,8,4
6,base,1.2689334869666669,12,4
6,base,1.4890001774000003,16,4
7,base,0.8838420918421054,4,1
7,base,0.6786571366000002,8,1
7,base,0.6638285636571427,12,1
7,base,0.6626388894444444,16,1
7,base,0.9437142667857142,4,2
7,base,1.1619347697391305,8,2
7,base,1.3698863766363638,12,2
7,base,1.7600908929999997,16,2
7,base,0.940409086,4,3
7,base,1.1118636294772726,8,3
7,base,1.2708478285869567,12,3
7,base,1.6451555623777776,16,3
7,base,0.8971555604444443,4,4
7,base,1.0681521995217396,8,4
7,base,1.3310000260444443,12,4
7,base,1.8657778051999998,16,4
8,base,0.8208888901111111,4,1
8,base,0.7706285612285714,8,1
8,base,0.7530293885,12,1
8,base,1.3301999843428571,16,1
8,base,1.2472222327999998,4,2
8,base,1.4749565124130435,8,2
8,base,1.8982173774565223,12,2
8,base,2.0437826073043484,16,2
8,base,1.1670434838260868,4,3
8,base,1.5688912869130434,8,3
8,base,1.9461086988260872,12,3
8,base,2.21036958702174,16,3
8,base,1.0073478014782609,4,4
8,base,1.3456739030869567,8,4
8,base,1.8230869407173909,12,4
8,base,2.3222826096956517,16,4
9,base,0.8684705145882353,4,1
9,base,1.0577142102285713,8,1
9,base,1.1903142042857147,12,1
9,base,1.1267499196388888,16,1
9,base,1.0507110595555558,4,2
9,base,1.4774129806086957,8,2
9,base,1.755888817044445,12,2
9,base,2.236586892130435,16,2
9,base,1.1205216749565214,4,3
9,base,1.6581135663409092,8,3
9,base,1.7436665906222224,12,3
9,base,2.1803912131304344,16,3
9,base,1.0892390479565222,4,4
9,base,1.3806221803555552,8,4
9,base,1.887652086173913,12,4
9,base,2.512391235478261,16,4
10,base,0.7346665746666666,4,1
10,base,0.7375142300857144,8,1
10,base,0.8560882175588233,12,1
10,base,0.6255554887777779,16,1
10,base,0.9036045961860465,4,2
10,base,1.0401362777272725,8,2
10,base,1.2051427590714288,12,2
10,base,1.1929023613902445,16,2
10,base,0.8606362939090907,4,3
10,base,1.0373863090227275,8,3
10,base,1.2870731063414638,12,3
10,base,1.3831249177499998,16,3
10,base,0.9072438159268293,4,4
10,base,1.0808094682857143,8,4
10,base,1.1875226551590907,12,4
10,base,1.284999948775,16,4
11,base,0.8034999237777778,4,1
11,base,0.8566943540277775,8,1
11,base,0.6338285172571428,12,1
11,base,0.7304705100000001,16,1
11,base,0.7882092165116278,4,2
11,base,1.1693635528409092,8,2
11,base,1.1077271970909093,12,2
11,base,1.5266665724222224,16,2
11,base,0.938333278266667,4,3
11,base,1.4889332611999997,8,3
11,base,1.7147044702045449,12,3
11,base,1.9413695075434783,16,3
11,base,0.7839999095652174,4,4
11,base,1.0862092417209306,8,4
11,base,1.5257608061304346,12,4
11,base,1.3550434216739133,16,4
12,base,0.5707778796666667,4,1
12,base,0.4865589281764707,8,1
12,base,0.712342950285714,12,1
12,base,0.5846111906666667,16,1
12,base,0.8104762746904759,4,2
12,base,1.114431901386364,8,2
12,base,1.3255117216744186,12,2
12,base,1.2274318988181816,16,2
12,base,0.8204000896666666,4,3
12,base,1.1269773569772727,8,3
12,base,1.088227369545454,12,3
12,base,1.3379111872666667,16,3
12,base,0.8009783392608696,4,4
12,base,0.9534783725434784,8,4
12,base,1.4103261749565217,12,4
12,base,1.6470001008888888,16,4
13,base,0.7199129747173912,4,1
13,base,0.8125868931956522,8,1
13,base,0.8780651247826089,12,1
13,base,1.0201303700217395,16,1
13,base,0.8963776800000001,4,2
13,base,1.1847825464782604,8,2
13,base,1.0938635739090907,12,2
13,base,1.3179999298222225,16,2
13,base,0.8009129658913045,4,3
13,base,1.1015216578260871,8,3
13,base,1.3950443638444447,12,3
13,base,1.483111058355556,16,3
13,base,1.0164665752444444,4,4
13,base,1.3412608063695655,8,4
13,base,1.6298260378043485,12,4
13,base,1.7058888383111108,16,4
14,base,1.0362390382826085,4,1
14,base,6.486844375155557,8,1
14,base,1.1429554779777775,12,1
14,base,1.6946278172558134,16,1
14,base,1.1951362924318178,4,2
14,base,1.7706086428478265,8,2
14,base,2.2821086281956524,12,2
14,base,2.2327441172558142,16,2
14,base,0.9149090539772728,4,3
14,base,1.0070908340454545,8,3
14,base,1.3814665795111116,12,3
14,base,1.3542499055227273,16,3
14,base,1.0694090235681817,4,4
14,base,1.6871086358478262,8,4
14,base,1.5993999216666668,12,4
14,base,2.100782529217391,16,4
15,base,0.8975651471521738,4,1
15,base,0.9225332842666666,8,1
15,base,1.1119554837777783,12,1
15,base,1.3721110239111112,16,1
15,base,0.8911859767209301,4,2
15,base,1.2382953709090905,8,2
15,base,1.3548665841555556,12,2
15,base,1.8071161979534884,16,2
15,base,0.8028694806086957,4,3
15,base,1.1069317459545454,8,3
15,base,1.3898260230869568,12,3
15,base,1.4521777046444444,16,3
15,base,1.1367726488409085,4,4
15,base,1.2544221402,8,4
15,base,1.4426278346976744,12,4
15,base,1.4412044774090909,16,4
16,base,0.9546956030869562,4,1
16,base,1.118377696133334,8,1
16,base,1.5913260139347827,12,1
16,base,1.1712665610888888,16,1
16,base,1.2782443894444442,4,2
16,base,1.478266594133333,8,2
16,base,1.776466597511111,12,2
16,base,2.566399929244444,16,2
16,base,0.9754888217333333,4,3
16,base,1.3884999388913042,8,3
16,base,1.770782522565217,12,3
16,base,2.0368260196956522,16,3
16,base,1.3480221377333335,4,4
16,base,1.5465216636956522,8,4
16,base,1.7423260160217393,12,4
16,base,3.1838695069782608,16,4
17,base,0.23793175006818182,4,1
17,base,0.23545642528260874,8,1
17,base,0.23648882973333332,12,1
17,base,0.21356517339130437,16,1
17,base,0.22323248558139538,4,2
17,base,0.2583998998,8,2
17,base,0.2145554754666667,12,2
17,base,0.23813328213333337,16,2
17,base,0.1593777232222222,4,3
17,base,0.16280430817391303,8,3
17,base,0.16827267411363633,12,3
17,base,0.16670450290909092,16,3
17,base,0.1952498662727273,4,4
17,base,0.20897819169565224,8,4
17,base,0.18757769271111116,12,4
17,base,0.20758685860869572,16,4
18,base,0.7696086945217391,4,1
18,base,0.7884565074130434,8,1
18,base,0.9059767335116281,12,1
18,base,0.899714282547619,16,1
18,base,0.9280000156888887,4,2
18,base,1.2105681625227278,8,2
18,base,1.2597954490227274,12,2
18,base,1.3567727424318181,16,2
18,base,0.9564000129333334,4,3
18,base,1.1029347856086955,8,3
18,base,1.33981393655814,12,3
18,base,1.414727270590909,16,3
18,base,0.9649318239772728,4,4
18,base,1.2441136241818185,8,4
18,base,1.4962727426818183,12,4
18,base,1.4185365816097557,16,4
19,base,0.6962172933695655,4,1
19,base,0.8564665952888888,8,1
19,base,0.8697173388043477,12,1
19,base,1.1111999300000002,16,1
19,base,1.0272271849545451,4,2
19,base,1.3006738994782607,8,2
19,base,1.7946510980465122,12,2
19,base,1.6862608246739135,16,2
19,base,1.1090221457777778,4,3
19,base,1.3957825639565213,8,3
19,base,1.3909332434444441,12,3
19,base,1.8604317361590903,16,3
19,base,0.9973180943863639,4,4
19,base,1.1816135916363637,8,4
19,base,1.5796666198888891,12,4
19,base,1.797499921021739,16,4
20,base,0.8083334234000001,4,1
20,base,0.8022326370000002,8,1
20,base,1.5328667429777778,12,1
20,base,0.992500078095238,16,1
20,base,1.243477355318182,4,2
20,base,1.8434667375777773,8,2
20,base,2.3184524661666663,12,2
20,base,2.1783409985909086,16,2
20,base,1.198511744627907,4,3
20,base,1.220159178409091,8,3
20,base,1.7558479049782607,12,3
20,base,1.821162872604651,16,3
20,base,1.509886465318182,4,4
20,base,1.450977860555556,8,4
20,base,1.9061334079555552,12,4
20,base,2.2853334346666663,16,4
21,base,0.8194890711777774,4,1
21,base,0.8732047135,8,1
21,base,0.8789567066304352,12,1
21,base,1.023130587847826,16,1
21,base,0.8706958138478261,4,2
21,base,1.1882610528260868,8,2
21,base,1.4040228995227275,12,2
21,base,1.1774001598222223,16,2
21,base,0.9132827622826092,4,3
21,base,0.8616668042619049,8,3
21,base,0.9462827651521735,12,3
21,base,0.9922446092444447,16,3
21,base,1.071818362545455,4,4
21,base,1.1524132179565219,8,4
21,base,1.6045117822790698,12,4
21,base,1.728186213651163,16,4
22,base,0.8858001602222223,4,1
22,base,1.180289061888889,8,1
22,base,1.302500172090909,12,1
22,base,1.3746430476428568,16,1
22,base,1.0170871019130434,4,2
22,base,1.2466088584565214,8,2
22,base,1.5850219208695655,12,2
22,base,1.8934890587555566,16,2
22,base,0.9694783946739128,4,3
22,base,1.1017392978478258,8,3
22,base,1.3712728673863632,12,3
22,base,1.3796957990000003,16,3
22,base,1.244079113052632,4,4
22,base,0.9694783946739128,8,4
22,base,0.8858001602222223,12,4
22,base,1.3798649890810808,16,4
23,base,0.9367608091086954,4,1
23,base,1.1737608079782609,8,1
23,base,1.3172557686511628,12,1
23,base,1.4189110649555559,16,1
23,base,1.0956303970217391,4,2
23,base,1.2642888599333333,8,2
23,base,1.451478206586956,12,2
23,base,1.6264564784782614,16,2
23,base,1.041782534673913,4,3
23,base,1.081173855326087,8,3
23,base,1.4897332773777776,12,3
23,base,1.4268695324130436,16,3
23,base,1.3186888376222226,4,4
23,base,1.6325777266,8,4
23,base,2.116717348869565,12,4
23,base,2.467086890434783,16,4
24,base,0.757288901022222,4,1
24,base,0.8900908936590909,8,1
24,base,0.8990930013953489,12,1
24,base,0.9650000106904764,16,1
24,base,0.8191087037826088,4,2
24,base,1.0852888742888886,8,2
24,base,1.3243181542727271,12,2
24,base,1.3011777824666664,16,2
24,base,0.9315000202826085,4,3
24,base,0.9352825828260872,8,3
24,base,1.066488869977778,12,3
24,base,1.1274222374,16,3
24,base,0.938000018,4,4
24,base,1.24378260326087,8,4
24,base,1.7316738937391303,12,4
24,base,1.6808043562608688,16,4
1,super,1.118456441456522,4,1
1,super,1.1189347142391306,8,1
1,super,1.2494782002391305,12,1
1,super,1.2551955865869568,16,1
1,super,1.1274221844000003,4,2
1,super,1.5048260221739134,8,2
1,super,1.7056086633478253,12,2
1,super,1.797869506,16,2
1,super,1.0945434104347824,4,3
1,super,1.4565434041521736,8,3
1,super,1.5489129812608693,12,3
1,super,1.704282532565217,16,3
1,super,0.9475651357826085,4,4
1,super,1.3270651671956522,8,4
1,super,1.5684665998000002,12,4
1,super,1.8946086323043476,16,4
2,super,0.6136976896279069,4,1
2,super,0.7510681802954544,8,1
2,super,0.6737272576590909,12,1
2,super,0.6610909158863635,16,1
2,super,2.289239116260869,4,2
2,super,0.8648888746888892,8,2
2,super,1.1112222142222223,12,2
2,super,1.1869047823095238,16,2
2,super,1.0362666660222228,4,3
2,super,1.1482666757333335,8,3
2,super,2.2505333264000003,12,3
2,super,1.2181707358780487,16,3
2,super,0.8648888746888892,4,4
2,super,1.1869047823095238,8,4
2,super,1.307878023219512,12,4
2,super,1.7349535031860464,16,4
3,super,0.6223260164782607,4,1
3,super,0.7766955935217392,8,1
3,super,0.6368888166444443,12,1
3,super,0.6669999247619047,16,1
3,super,0.8455364995609757,4,2
3,super,1.0872092136046514,8,2
3,super,1.254181775159091,12,2
3,super,1.3395813175813955,16,2
3,super,0.8866221057777779,4,3
3,super,0.9448408322045455,8,3
3,super,1.2284999164545454,12,3
3,super,1.3948836271627911,16,3
3,super,0.8185332458,4,4
3,super,0.9378808736428571,8,4
3,super,1.1722749054250003,12,4
3,super,1.3312044360454545,16,4
4,super,0.7010217490217391,4,1
4,super,1.4485869718913047,8,1
4,super,0.8416904607857141,12,1
4,super,0.9078666951999999,16,1
4,super,0.9401111126444444,4,2
4,super,1.446333318311111,8,2
4,super,1.6531956403695651,12,2
4,super,1.5211304427173913,16,2
4,super,0.9793478302391306,4,3
4,super,1.2892222086666665,8,3
4,super,1.6000454697272728,12,3
4,super,1.9367906991395343,16,3
4,super,1.016195634152174,4,4
4,super,1.848304333847826,8,4
4,super,1.696695669869565,12,4
4,super,3.052933359311112,16,4
5,super,0.8036306007826086,4,1
5,super,0.761044624088889,8,1
5,super,0.8736958452173913,12,1
5,super,0.9768223921777774,16,1
5,super,1.0167112880888889,4,2
5,super,1.1654890537333331,8,2
5,super,1.2930654027608697,12,2
5,super,1.7013045186739124,16,2
5,super,0.948413195804348,4,3
5,super,1.0195871072826093,8,3
5,super,1.3016305902391303,12,3
5,super,1.3617557208,16,3
5,super,0.8368914852391306,4,4
5,super,1.14723929623913,8,4
5,super,1.3861523607826087,12,4
5,super,1.6652392771521738,16,4
6,super,0.8501740849130435,4,1
6,super,1.0354223675111114,8,1
6,super,0.9264001582000001,12,1
6,super,0.931377956577778,16,1
6,super,1.0336668597555556,4,2
6,super,1.3565001695217391,8,2
6,super,1.849956714652173,12,2
6,super,1.2823479901086952,16,2
6,super,1.0062827701521737,4,3
6,super,1.1412828021086951,8,3
6,super,1.5558914619999997,12,3
6,super,1.378689018888889,16,3
6,super,0.8534446239777779,4,4
6,super,1.3986740941521743,8,4
6,super,1.4572274630909086,12,4
6,super,1.8143262344782607,16,4
7,super,1.3183479878478261,4,1
7,super,1.3538914607608694,8,1
7,super,1.5553914670869566,12,1
7,super,1.518200153733334,16,1
7,super,1.0729557036222224,4,2
7,super,1.4514349438913043,8,2
7,super,1.749434942826087,12,2
7,super,1.8595871044347825,16,2
7,super,1.009543646891304,4,3
7,super,1.3332175741739132,8,3
7,super,1.5876305983478256,12,3
7,super,1.8979112730888892,16,3
7,super,1.2362392932391306,4,4
7,super,1.254848003326087,8,4
7,super,1.8432728594772727,12,4
7,super,2.2767175695217388,16,4
8,super,1.2764564234347828,4,1
8,super,1.1710868918043476,8,1
8,super,1.3197173398695654,12,1
8,super,1.2807173210217386,16,1
8,super,1.0301110532888889,4,2
8,super,1.5458695007391305,8,2
8,super,1.5464999313260872,12,2
8,super,1.7276086339999999,16,2
8,super,1.0729781907173914,4,3
8,super,1.281311019311111,8,3
8,super,1.4972608349347827,12,3
8,super,1.3947173201956518,16,3
8,super,0.9828260307173913,4,4
8,super,1.1547173364999999,8,4
8,super,1.4884090044318183,12,4
8,super,1.5953260141956516,16,4
9,super,0.5853477353913042,4,1
9,super,0.7116221428000001,8,1
9,super,0.7354443602666668,12,1
9,super,0.7009999275777776,16,1
9,super,0.8452044616818182,4,2
9,super,1.1355869096086955,8,2
9,super,1.1482141812619049,12,2
9,super,1.4103408402727278,16,2
9,super,0.938931719818182,4,3
9,super,0.9988665846444447,8,3
9,super,1.0337208648604652,12,3
9,super,1.3797999487333332,16,3
9,super,0.5644165939444444,4,4
9,super,0.44161103827777776,8,4
9,super,0.44327769683333335,12,4
9,super,0.4531943665,16,4
10,super,0.5991740693260869,4,1
10,super,0.642833471357143,8,1
10,super,0.7044668145555556,12,1
10,super,0.726555728888889,16,1
10,super,1.0360234337906977,4,2
10,super,1.2198890632444448,8,2
10,super,1.3480716205714285,12,2
10,super,1.6146365295909093,16,2
10,super,0.8632668283333333,4,3
10,super,1.1257274583863632,8,3
10,super,1.4336592718181818,12,3
10,super,1.558622381377778,16,3
10,super,0.803400172111111,4,4
10,super,1.020250163272727,8,4
10,super,1.1153865240227274,12,4
10,super,1.3560001558780488,16,4
11,super,1.0325652413043478,4,1
11,super,0.9349130340217391,8,1
11,super,1.294772738818182,12,1
11,super,1.2699777921111113,16,1
11,super,0.8935333569555552,4,2
11,super,1.1177608604347824,8,2
11,super,1.4230444484444447,12,2
11,super,1.4253999922222218,16,2
11,super,1.0383913309782613,4,3
11,super,1.1660222106222222,8,3
11,super,1.7696590965454546,12,3
11,super,1.9744222323777783,16,3
11,super,0.9602272618636363,4,4
11,super,1.1569130369347822,8,4
11,super,1.855130428826088,12,4
11,super,2.625466669933334,16,4
12,super,0.9905868768695655,4,1
12,super,0.9342608036521737,8,1
12,super,1.3193110358888889,12,1
12,super,1.7813999229555555,16,1
12,super,1.2031362977954545,4,2
12,super,1.7245681069090906,8,2
12,super,2.3954564487826095,12,2
12,super,2.393249901863637,16,2
12,super,1.1997825270869569,4,3
12,super,1.5412390334782606,8,3
12,super,1.8109129564347832,12,3
12,super,2.132608641847826,16,3
12,super,1.043782540021739,4,4
12,super,1.3144999327391305,8,4
12,super,1.7686363080227274,12,4
12,super,2.013108605869565,16,4
13,super,1.2230869377826088,4,1
13,super,0.8927608469347826,8,1
13,super,0.720652170804348,12,1
13,super,0.8350293917941174,16,1
13,super,0.7475227334318183,4,2
13,super,0.9245434740869563,8,2
13,super,0.9983111328666666,12,2
13,super,1.2154347689130431,16,2
13,super,0.8927608469347826,4,3
13,super,0.9974565194565217,8,3
13,super,1.2281521817608698,12,3
13,super,1.3689565243913049,16,3
13,super,0.720652170804348,4,4
13,super,0.8968912881739132,8,4
13,super,1.050804340282609,12,4
13,super,1.4589777945777778,16,4
14,super,0.9502726575454545,4,1
14,super,0.9841303617391305,8,1
14,super,0.907970505617647,12,1
14,super,0.8403029802424243,16,1
14,super,0.7378204357948718,4,2
14,super,0.6689427920285714,8,2
14,super,1.2663076291794868,12,2
14,super,0.6505999497142856,16,2
14,super,0.820217303630435,4,3
14,super,0.8942726362727275,8,3
14,super,1.1060453924772726,12,3
14,super,1.3093952855348836,16,3
14,super,0.7342044656818181,4,4
14,super,0.9472607840869568,8,4
14,super,1.2032324879767438,12,4
14,super,1.4526278140697677,16,4
15,super,1.3292779393055558,4,1
15,super,1.0988287312857146,8,1
15,super,1.2582779393333334,12,1
15,super,1.3340542188378373,16,1
15,super,1.1694774248863635,4,2
15,super,1.421711291266667,8,2
15,super,1.5682610325869566,12,2
15,super,2.1688479910434784,16,2
15,super,1.214413212673913,4,3
15,super,1.2986740755,8,3
15,super,1.7347728879545452,12,3
15,super,1.6611862403953483,16,3
15,super,1.1571305731086958,4,4
15,super,2.2518697148043474,8,4
15,super,2.192177936755556,12,4
15,super,2.3016137967727275,16,4
16,super,0.6699130275869566,4,1
16,super,0.8331627734883723,8,1
16,super,0.8817826146956523,12,1
16,super,0.8618139499999997,16,1
16,super,0.8860000010000002,4,2
16,super,1.0473999817777782,8,2
16,super,1.1856521885652174,12,2
16,super,1.5425116295116281,16,2
16,super,0.8378043329130433,4,3
16,super,1.0661555609555557,8,3
16,super,1.2844222387111113,12,3
16,super,1.552090904863636,16,3
16,super,0.8007500225681821,4,4
16,super,0.9837391325217395,8,4
16,super,1.3463555599999997,12,4
16,super,1.4979130340434779,16,4
17,super,1.161825947130435,4,1
17,super,1.2820433274782612,8,1
17,super,1.408760713478261,12,1
17,super,1.6845433348913044,16,1
17,super,1.515488741111111,4,2
17,super,1.7507389420434778,8,2
17,super,2.024065059108697,12,2
17,super,2.512825934804348,16,2
17,super,1.3702220916666672,4,3
17,super,1.6685331926888889,8,3
17,super,2.1307172359999997,12,3
17,super,2.0141109625333327,16,3
17,super,1.3750665028888887,4,4
17,super,1.6287109798222221,8,4
17,super,2.007288710266667,12,4
17,super,2.2933331807111106,16,4
18,super,0.6504888905777779,4,1
18,super,0.6803555807111109,8,1
18,super,0.7647272674090907,12,1
18,super,0.6597999943777778,16,1
18,super,0.8122222105333332,4,2
18,super,0.9351555930444443,8,2
18,super,1.171466652511111,12,2
18,super,1.3895581488604654,16,2
18,super,0.9495652084782611,4,3
18,super,1.136222230066666,8,3
18,super,1.1325869715434784,12,3
18,super,1.540681806431818,16,3
18,super,0.8753888739444444,4,4
18,super,1.0667999881142862,8,4
18,super,1.1052500010000001,12,4
18,super,1.4850000275,16,4
19,super,0.6826738430434782,4,1
19,super,0.8380908424772727,8,1
19,super,0.8812390825869565,12,1
19,super,1.002673869565218,16,1
19,super,0.7303332544761906,4,2
19,super,1.0874888049111109,8,2
19,super,1.1780888292222225,12,2
19,super,1.3352499332954546,16,2
19,super,0.8509046748095237,4,3
19,super,1.0585433711956522,8,3
19,super,1.1114089868409087,12,3
19,super,1.457577694733333,16,3
19,super,0.8098477487826087,4,4
19,super,0.9874544740681818,8,4
19,super,1.4290651497826088,12,4
19,super,1.479239038826087,16,4
20,super,1.0560000045434783,4,1
20,super,0.823733324488889,8,1
20,super,0.7534999955681818,12,1
20,super,1.2921956673478259,16,1
20,super,0.9006743985581395,4,2
20,super,1.4586739125869566,8,2
20,super,1.5411777814,12,2
20,super,1.6961555428444444,16,2
20,super,0.9834999882826085,4,3
20,super,1.4956304405652172,8,3
20,super,1.844065210086956,12,3
20,super,2.3130652127391302,16,3
20,super,1.1807777670666664,4,4
20,super,1.2381363836818184,8,4
20,super,2.2150652149130434,12,4
20,super,2.140155585622222,16,4
21,super,0.7034222391555556,4,1
21,super,0.8256000095333335,8,1
21,super,0.7597555690444444,12,1
21,super,1.0443111047555556,16,1
21,super,1.101088884111111,4,2
21,super,1.0814130668695652,8,2
21,super,1.1066976924651162,12,2
21,super,1.4310222202444445,16,2
21,super,0.9125908993181819,4,3
21,super,1.307391311847826,8,3
21,super,1.405333344088889,12,3
21,super,1.3837111049999997,16,3
21,super,0.8814782784782608,4,4
21,super,1.0896304223913047,8,4
21,super,1.3274130354999998,12,4
21,super,1.304777786422222,16,4
22,super,0.5506956577608697,4,1
22,super,0.5723999976888887,8,1
22,super,0.621347810978261,12,1
22,super,0.630978283652174,16,1
22,super,0.641022205377778,4,2
22,super,0.8056087028043478,8,2
22,super,0.8482045585454546,12,2
22,super,0.9638478237173911,16,2
22,super,0.7284130686521739,4,3
22,super,0.8901333279333336,8,3
22,super,1.0032889207333335,12,3
22,super,1.256260856369565,16,3
22,super,0.6897391547173916,4,4
22,super,0.7922608748043478,8,4
22,super,0.9808666759111111,12,4
22,super,1.2113913245869563,16,4
23,super,1.4790931746279063,4,1
23,super,2.324200147450001,8,1
23,super,1.6953172334390243,12,1
23,super,2.224613823636363,16,1
23,super,1.5419774435,4,2
23,super,2.3253914843260866,8,2
23,super,2.2991740755434775,12,2
23,super,2.544133504222222,16,2
23,super,1.882847977760869,4,3
23,super,3.517869747326087,8,3
23,super,2.2411334937777783,12,3
23,super,2.666261040652174,16,3
23,super,1.4467501586818183,4,4
23,super,1.8989132020217396,8,4
23,super,2.375581552837209,12,4
23,super,2.681675201625,16,4
24,super,0.9319564570217392,4,1
24,super,1.4512608309565216,8,1
24,super,1.0962173161521738,12,1
24,super,1.2292887900666667,16,1
24,super,1.5056665897333337,4,2
24,super,1.6382665899333337,8,2
24,super,2.0420216684347823,12,2
24,super,2.1796303469347817,16,2
24,super,1.3484781721956527,4,3
24,super,1.8013332737777776,8,3
24,super,1.9001999272222214,12,3
24,super,2.008739061913044,16,3
24,super,1.1152607927608695,4,4
24,super,1.4832607973043481,8,4
24,super,2.0439772172727273,12,4
24,super,1.9545332802222213,16,4
